D_T,DateTime,Date,null2,Time,Prev,Curr,null3,duration,btc,eth,ch4,,,,
2021-01-03_14.50.45,2021-01-03 14:50:45,2021-01-03,14.50.45,14:50:45,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.51.01,2021-01-03 14:51:01,2021-01-03,14.51.01,14:51:01,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.51.19,2021-01-03 14:51:19,2021-01-03,14.51.19,14:51:19,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.51.36,2021-01-03 14:51:36,2021-01-03,14.51.36,14:51:36,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.51.53,2021-01-03 14:51:53,2021-01-03,14.51.53,14:51:53,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.52.10,2021-01-03 14:52:10,2021-01-03,14.52.10,14:52:10,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.52.28,2021-01-03 14:52:28,2021-01-03,14.52.28,14:52:28,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.52.45,2021-01-03 14:52:45,2021-01-03,14.52.45,14:52:45,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.53.02,2021-01-03 14:53:02,2021-01-03,14.53.02,14:53:02,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.53.20,2021-01-03 14:53:20,2021-01-03,14.53.20,14:53:20,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.53.38,2021-01-03 14:53:38,2021-01-03,14.53.38,14:53:38,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.53.55,2021-01-03 14:53:55,2021-01-03,14.53.55,14:53:55,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.54.11,2021-01-03 14:54:11,2021-01-03,14.54.11,14:54:11,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.54.29,2021-01-03 14:54:29,2021-01-03,14.54.29,14:54:29,0,0,1,0,24804,672.39,0,,,,
2021-01-03_14.54.47,2021-01-03 14:54:47,2021-01-03,14.54.47,14:54:47,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.55.05,2021-01-03 14:55:05,2021-01-03,14.55.05,14:55:05,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.55.21,2021-01-03 14:55:21,2021-01-03,14.55.21,14:55:21,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.55.38,2021-01-03 14:55:38,2021-01-03,14.55.38,14:55:38,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.55.57,2021-01-03 14:55:57,2021-01-03,14.55.57,14:55:57,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.56.14,2021-01-03 14:56:14,2021-01-03,14.56.14,14:56:14,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.56.30,2021-01-03 14:56:30,2021-01-03,14.56.30,14:56:30,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.56.47,2021-01-03 14:56:47,2021-01-03,14.56.47,14:56:47,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.57.05,2021-01-03 14:57:05,2021-01-03,14.57.05,14:57:05,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.57.23,2021-01-03 14:57:23,2021-01-03,14.57.23,14:57:23,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.57.40,2021-01-03 14:57:40,2021-01-03,14.57.40,14:57:40,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.57.57,2021-01-03 14:57:57,2021-01-03,14.57.57,14:57:57,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.58.15,2021-01-03 14:58:15,2021-01-03,14.58.15,14:58:15,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.58.32,2021-01-03 14:58:32,2021-01-03,14.58.32,14:58:32,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.58.50,2021-01-03 14:58:50,2021-01-03,14.58.50,14:58:50,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.59.06,2021-01-03 14:59:06,2021-01-03,14.59.06,14:59:06,0,0,1,0,24627,661.86,0,,,,
2021-01-03_14.59.25,2021-01-03 14:59:25,2021-01-03,14.59.25,14:59:25,0,0,1,0,24618,661.62,0,,,,
2021-01-03_14.59.41,2021-01-03 14:59:41,2021-01-03,14.59.41,14:59:41,0,0,1,0,24618,661.62,0,,,,
2021-01-03_14.59.58,2021-01-03 14:59:58,2021-01-03,14.59.58,14:59:58,0,0,1,0,24618,661.62,0,,,,
2021-01-03_15.00.14,2021-01-03 15:00:14,2021-01-03,15.00.14,15:00:14,0,0,1,0,24618,661.62,0,,,,
2021-01-03_15.00.34,2021-01-03 15:00:34,2021-01-03,15.00.34,15:00:34,0,0,1,0,24618,661.62,0,,,,
2021-01-03_15.00.51,2021-01-03 15:00:51,2021-01-03,15.00.51,15:00:51,0,0,1,0,24618,661.62,0,,,,
2021-01-03_15.01.08,2021-01-03 15:01:08,2021-01-03,15.01.08,15:01:08,0,0,1,0,24618,661.62,0,,,,
2021-01-03_15.01.25,2021-01-03 15:01:25,2021-01-03,15.01.25,15:01:25,0,0,1,0,24618,661.62,0,,,,
2021-01-03_15.01.42,2021-01-03 15:01:42,2021-01-03,15.01.42,15:01:42,0,0,1,0,24665,661.62,0,,,,
2021-01-03_15.01.59,2021-01-03 15:01:59,2021-01-03,15.01.59,15:01:59,0,0,1,0,24665,661.62,0,,,,
2021-01-03_15.02.16,2021-01-03 15:02:16,2021-01-03,15.02.16,15:02:16,0,0,1,0,24665,661.62,0,,,,
2021-01-03_15.02.34,2021-01-03 15:02:34,2021-01-03,15.02.34,15:02:34,0,0,1,0,24665,661.62,0,,,,
2021-01-03_15.02.52,2021-01-03 15:02:52,2021-01-03,15.02.52,15:02:52,0,0,1,0,24665,667,0,,,,
2021-01-03_15.03.09,2021-01-03 15:03:09,2021-01-03,15.03.09,15:03:09,0,0,1,0,24665,667,0,,,,
2021-01-03_15.03.25,2021-01-03 15:03:25,2021-01-03,15.03.25,15:03:25,0,0,1,0,24665,667,0,,,,
2021-01-03_15.03.42,2021-01-03 15:03:42,2021-01-03,15.03.42,15:03:42,0,0,1,0,24665,667,0,,,,
2021-01-03_15.04.00,2021-01-03 15:04:00,2021-01-03,15.04.00,15:04:00,0,0,1,0,24665,667,0,,,,
2021-01-03_15.04.17,2021-01-03 15:04:17,2021-01-03,15.04.17,15:04:17,0,0,1,0,24665,667,0,,,,
2021-01-03_15.04.35,2021-01-03 15:04:35,2021-01-03,15.04.35,15:04:35,0,0,1,0,24665,667,0,,,,
2021-01-03_15.04.51,2021-01-03 15:04:51,2021-01-03,15.04.51,15:04:51,0,0,1,0,24665,667,0,,,,
2021-01-03_15.05.12,2021-01-03 15:05:12,2021-01-03,15.05.12,15:05:12,0,0,1,0,24665,667,0,,,,
2021-01-03_15.05.28,2021-01-03 15:05:28,2021-01-03,15.05.28,15:05:28,0,0,1,0,24665,667,0,,,,
2021-01-03_15.05.46,2021-01-03 15:05:46,2021-01-03,15.05.46,15:05:46,0,0,1,0,24665,667,0,,,,
2021-01-03_15.06.02,2021-01-03 15:06:02,2021-01-03,15.06.02,15:06:02,0,0,1,0,24665,667,0,,,,
2021-01-03_15.06.20,2021-01-03 15:06:20,2021-01-03,15.06.20,15:06:20,0,0,1,0,24665,667,0,,,,
2021-01-03_15.06.36,2021-01-03 15:06:36,2021-01-03,15.06.36,15:06:36,0,0,1,0,24665,667,0,,,,
2021-01-03_15.06.53,2021-01-03 15:06:53,2021-01-03,15.06.53,15:06:53,0,0,1,0,24665,667,0,,,,
2021-01-03_15.07.10,2021-01-03 15:07:10,2021-01-03,15.07.10,15:07:10,0,0,1,0,24665,667,0,,,,
2021-01-03_15.07.28,2021-01-03 15:07:28,2021-01-03,15.07.28,15:07:28,0,0,1,0,24646,667,0,,,,
2021-01-03_15.07.44,2021-01-03 15:07:44,2021-01-03,15.07.44,15:07:44,0,0,1,0,24646,667,0,,,,
2021-01-03_15.08.01,2021-01-03 15:08:01,2021-01-03,15.08.01,15:08:01,0,0,1,0,24646,667,0,,,,
2021-01-03_15.08.17,2021-01-03 15:08:17,2021-01-03,15.08.17,15:08:17,0,0,1,0,24646,667,0,,,,
2021-01-03_15.08.35,2021-01-03 15:08:35,2021-01-03,15.08.35,15:08:35,0,0,1,0,24646,667,0,,,,
2021-01-03_15.08.52,2021-01-03 15:08:52,2021-01-03,15.08.52,15:08:52,0,0,1,0,24646,667,0,,,,
2021-01-03_15.09.08,2021-01-03 15:09:08,2021-01-03,15.09.08,15:09:08,0,0,1,0,24646,667,0,,,,
2021-01-03_15.09.25,2021-01-03 15:09:25,2021-01-03,15.09.25,15:09:25,0,0,1,0,24646,667,0,,,,
2021-01-03_15.09.43,2021-01-03 15:09:43,2021-01-03,15.09.43,15:09:43,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.10.00,2021-01-03 15:10:00,2021-01-03,15.10.00,15:10:00,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.10.16,2021-01-03 15:10:16,2021-01-03,15.10.16,15:10:16,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.10.34,2021-01-03 15:10:34,2021-01-03,15.10.34,15:10:34,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.10.52,2021-01-03 15:10:52,2021-01-03,15.10.52,15:10:52,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.11.08,2021-01-03 15:11:08,2021-01-03,15.11.08,15:11:08,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.11.26,2021-01-03 15:11:26,2021-01-03,15.11.26,15:11:26,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.11.43,2021-01-03 15:11:43,2021-01-03,15.11.43,15:11:43,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.12.00,2021-01-03 15:12:00,2021-01-03,15.12.00,15:12:00,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.12.17,2021-01-03 15:12:17,2021-01-03,15.12.17,15:12:17,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.12.34,2021-01-03 15:12:34,2021-01-03,15.12.34,15:12:34,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.12.51,2021-01-03 15:12:51,2021-01-03,15.12.51,15:12:51,0,0,1,0,24646,660.77,0,,,,
2021-01-03_15.13.10,2021-01-03 15:13:10,2021-01-03,15.13.10,15:13:10,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.13.27,2021-01-03 15:13:27,2021-01-03,15.13.27,15:13:27,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.13.44,2021-01-03 15:13:44,2021-01-03,15.13.44,15:13:44,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.14.01,2021-01-03 15:14:01,2021-01-03,15.14.01,15:14:01,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.14.19,2021-01-03 15:14:19,2021-01-03,15.14.19,15:14:19,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.14.35,2021-01-03 15:14:35,2021-01-03,15.14.35,15:14:35,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.14.52,2021-01-03 15:14:52,2021-01-03,15.14.52,15:14:52,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.15.09,2021-01-03 15:15:09,2021-01-03,15.15.09,15:15:09,0,0,1,0,24588,660.77,0,,,,
2021-01-03_15.15.26,2021-01-03 15:15:26,2021-01-03,15.15.26,15:15:26,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.15.43,2021-01-03 15:15:43,2021-01-03,15.15.43,15:15:43,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.15.59,2021-01-03 15:15:59,2021-01-03,15.15.59,15:15:59,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.16.16,2021-01-03 15:16:16,2021-01-03,15.16.16,15:16:16,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.16.35,2021-01-03 15:16:35,2021-01-03,15.16.35,15:16:35,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.16.52,2021-01-03 15:16:52,2021-01-03,15.16.52,15:16:52,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.17.09,2021-01-03 15:17:09,2021-01-03,15.17.09,15:17:09,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.17.25,2021-01-03 15:17:25,2021-01-03,15.17.25,15:17:25,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.17.43,2021-01-03 15:17:43,2021-01-03,15.17.43,15:17:43,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.17.59,2021-01-03 15:17:59,2021-01-03,15.17.59,15:17:59,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.18.16,2021-01-03 15:18:16,2021-01-03,15.18.16,15:18:16,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.18.33,2021-01-03 15:18:33,2021-01-03,15.18.33,15:18:33,0,0,1,0,24588,663.71,0,,,,
2021-01-03_15.18.52,2021-01-03 15:18:52,2021-01-03,15.18.52,15:18:52,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.19.08,2021-01-03 15:19:08,2021-01-03,15.19.08,15:19:08,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.19.25,2021-01-03 15:19:25,2021-01-03,15.19.25,15:19:25,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.19.42,2021-01-03 15:19:42,2021-01-03,15.19.42,15:19:42,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.19.59,2021-01-03 15:19:59,2021-01-03,15.19.59,15:19:59,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.20.16,2021-01-03 15:20:16,2021-01-03,15.20.16,15:20:16,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.20.33,2021-01-03 15:20:33,2021-01-03,15.20.33,15:20:33,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.20.50,2021-01-03 15:20:50,2021-01-03,15.20.50,15:20:50,0,0,1,0,24538,663.71,0,,,,
2021-01-03_15.21.08,2021-01-03 15:21:08,2021-01-03,15.21.08,15:21:08,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.21.25,2021-01-03 15:21:25,2021-01-03,15.21.25,15:21:25,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.21.42,2021-01-03 15:21:42,2021-01-03,15.21.42,15:21:42,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.21.58,2021-01-03 15:21:58,2021-01-03,15.21.58,15:21:58,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.22.16,2021-01-03 15:22:16,2021-01-03,15.22.16,15:22:16,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.22.33,2021-01-03 15:22:33,2021-01-03,15.22.33,15:22:33,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.22.51,2021-01-03 15:22:51,2021-01-03,15.22.51,15:22:51,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.23.08,2021-01-03 15:23:08,2021-01-03,15.23.08,15:23:08,0,0,1,0,24538,665.04,0,,,,
2021-01-03_15.23.26,2021-01-03 15:23:26,2021-01-03,15.23.26,15:23:26,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.23.43,2021-01-03 15:23:43,2021-01-03,15.23.43,15:23:43,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.23.59,2021-01-03 15:23:59,2021-01-03,15.23.59,15:23:59,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.24.16,2021-01-03 15:24:16,2021-01-03,15.24.16,15:24:16,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.24.34,2021-01-03 15:24:34,2021-01-03,15.24.34,15:24:34,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.24.51,2021-01-03 15:24:51,2021-01-03,15.24.51,15:24:51,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.25.09,2021-01-03 15:25:09,2021-01-03,15.25.09,15:25:09,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.25.26,2021-01-03 15:25:26,2021-01-03,15.25.26,15:25:26,0,0,1,0,24504,665.04,0,,,,
2021-01-03_15.25.43,2021-01-03 15:25:43,2021-01-03,15.25.43,15:25:43,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.25.59,2021-01-03 15:25:59,2021-01-03,15.25.59,15:25:59,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.26.16,2021-01-03 15:26:16,2021-01-03,15.26.16,15:26:16,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.26.34,2021-01-03 15:26:34,2021-01-03,15.26.34,15:26:34,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.26.52,2021-01-03 15:26:52,2021-01-03,15.26.52,15:26:52,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.27.09,2021-01-03 15:27:09,2021-01-03,15.27.09,15:27:09,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.27.25,2021-01-03 15:27:25,2021-01-03,15.27.25,15:27:25,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.27.41,2021-01-03 15:27:41,2021-01-03,15.27.41,15:27:41,0,0,1,0,24504,663.11,0,,,,
2021-01-03_15.27.59,2021-01-03 15:27:59,2021-01-03,15.27.59,15:27:59,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.28.16,2021-01-03 15:28:16,2021-01-03,15.28.16,15:28:16,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.28.35,2021-01-03 15:28:35,2021-01-03,15.28.35,15:28:35,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.28.51,2021-01-03 15:28:51,2021-01-03,15.28.51,15:28:51,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.29.09,2021-01-03 15:29:09,2021-01-03,15.29.09,15:29:09,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.29.26,2021-01-03 15:29:26,2021-01-03,15.29.26,15:29:26,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.29.43,2021-01-03 15:29:43,2021-01-03,15.29.43,15:29:43,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.30.00,2021-01-03 15:30:00,2021-01-03,15.30.00,15:30:00,0,0,1,0,24302,663.11,0,,,,
2021-01-03_15.30.17,2021-01-03 15:30:17,2021-01-03,15.30.17,15:30:17,0,0,1,0,24302,657.33,0,,,,
2021-01-03_15.30.35,2021-01-03 15:30:35,2021-01-03,15.30.35,15:30:35,0,0,1,0,24302,657.33,0,,,,
2021-01-03_15.30.52,2021-01-03 15:30:52,2021-01-03,15.30.52,15:30:52,0,0,1,0,24302,657.33,0,,,,
2021-01-03_15.31.09,2021-01-03 15:31:09,2021-01-03,15.31.09,15:31:09,0,0,1,0,24302,657.33,0,,,,
2021-01-03_15.31.26,2021-01-03 15:31:26,2021-01-03,15.31.26,15:31:26,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.31.42,2021-01-03 15:31:42,2021-01-03,15.31.42,15:31:42,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.31.59,2021-01-03 15:31:59,2021-01-03,15.31.59,15:31:59,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.32.16,2021-01-03 15:32:16,2021-01-03,15.32.16,15:32:16,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.32.34,2021-01-03 15:32:34,2021-01-03,15.32.34,15:32:34,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.32.51,2021-01-03 15:32:51,2021-01-03,15.32.51,15:32:51,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.33.08,2021-01-03 15:33:08,2021-01-03,15.33.08,15:33:08,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.33.26,2021-01-03 15:33:26,2021-01-03,15.33.26,15:33:26,0,0,1,0,24231,657.33,0,,,,
2021-01-03_15.33.45,2021-01-03 15:33:45,2021-01-03,15.33.45,15:33:45,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.34.02,2021-01-03 15:34:02,2021-01-03,15.34.02,15:34:02,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.34.21,2021-01-03 15:34:21,2021-01-03,15.34.21,15:34:21,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.34.37,2021-01-03 15:34:37,2021-01-03,15.34.37,15:34:37,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.34.55,2021-01-03 15:34:55,2021-01-03,15.34.55,15:34:55,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.35.12,2021-01-03 15:35:12,2021-01-03,15.35.12,15:35:12,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.35.29,2021-01-03 15:35:29,2021-01-03,15.35.29,15:35:29,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.35.46,2021-01-03 15:35:46,2021-01-03,15.35.46,15:35:46,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.36.13,2021-01-03 15:36:13,2021-01-03,15.36.13,15:36:13,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.36.30,2021-01-03 15:36:30,2021-01-03,15.36.30,15:36:30,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.36.47,2021-01-03 15:36:47,2021-01-03,15.36.47,15:36:47,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.37.03,2021-01-03 15:37:03,2021-01-03,15.37.03,15:37:03,0,0,1,0,24231,653.46,0,,,,
2021-01-03_15.37.21,2021-01-03 15:37:21,2021-01-03,15.37.21,15:37:21,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.37.38,2021-01-03 15:37:38,2021-01-03,15.37.38,15:37:38,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.37.55,2021-01-03 15:37:55,2021-01-03,15.37.55,15:37:55,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.38.12,2021-01-03 15:38:12,2021-01-03,15.38.12,15:38:12,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.38.29,2021-01-03 15:38:29,2021-01-03,15.38.29,15:38:29,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.38.46,2021-01-03 15:38:46,2021-01-03,15.38.46,15:38:46,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.39.04,2021-01-03 15:39:04,2021-01-03,15.39.04,15:39:04,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.39.21,2021-01-03 15:39:21,2021-01-03,15.39.21,15:39:21,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.39.39,2021-01-03 15:39:39,2021-01-03,15.39.39,15:39:39,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.39.55,2021-01-03 15:39:55,2021-01-03,15.39.55,15:39:55,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.40.12,2021-01-03 15:40:12,2021-01-03,15.40.12,15:40:12,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.40.29,2021-01-03 15:40:29,2021-01-03,15.40.29,15:40:29,0,0,1,0,24311,653.46,0,,,,
2021-01-03_15.40.48,2021-01-03 15:40:48,2021-01-03,15.40.48,15:40:48,0,0,1,0,24311,662.17,0,,,,
2021-01-03_15.41.05,2021-01-03 15:41:05,2021-01-03,15.41.05,15:41:05,0,0,1,0,24311,662.17,0,,,,
2021-01-03_15.41.22,2021-01-03 15:41:22,2021-01-03,15.41.22,15:41:22,0,0,1,0,24311,662.17,0,,,,
2021-01-03_15.41.40,2021-01-03 15:41:40,2021-01-03,15.41.40,15:41:40,0,0,1,0,24311,662.17,0,,,,
2021-01-03_15.41.58,2021-01-03 15:41:58,2021-01-03,15.41.58,15:41:58,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.42.15,2021-01-03 15:42:15,2021-01-03,15.42.15,15:42:15,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.42.32,2021-01-03 15:42:32,2021-01-03,15.42.32,15:42:32,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.42.50,2021-01-03 15:42:50,2021-01-03,15.42.50,15:42:50,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.43.07,2021-01-03 15:43:07,2021-01-03,15.43.07,15:43:07,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.43.24,2021-01-03 15:43:24,2021-01-03,15.43.24,15:43:24,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.43.41,2021-01-03 15:43:41,2021-01-03,15.43.41,15:43:41,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.43.58,2021-01-03 15:43:58,2021-01-03,15.43.58,15:43:58,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.44.16,2021-01-03 15:44:16,2021-01-03,15.44.16,15:44:16,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.44.33,2021-01-03 15:44:33,2021-01-03,15.44.33,15:44:33,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.44.51,2021-01-03 15:44:51,2021-01-03,15.44.51,15:44:51,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.45.08,2021-01-03 15:45:08,2021-01-03,15.45.08,15:45:08,0,0,1,0,24551,662.17,0,,,,
2021-01-03_15.45.25,2021-01-03 15:45:25,2021-01-03,15.45.25,15:45:25,0,0,1,0,24551,660.73,0,,,,
2021-01-03_15.45.42,2021-01-03 15:45:42,2021-01-03,15.45.42,15:45:42,0,0,1,0,24551,660.73,0,,,,
2021-01-03_15.45.59,2021-01-03 15:45:59,2021-01-03,15.45.59,15:45:59,0,0,1,0,24551,660.73,0,,,,
2021-01-03_15.46.16,2021-01-03 15:46:16,2021-01-03,15.46.16,15:46:16,0,0,1,0,24551,660.73,0,,,,
2021-01-03_15.46.33,2021-01-03 15:46:33,2021-01-03,15.46.33,15:46:33,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.46.51,2021-01-03 15:46:51,2021-01-03,15.46.51,15:46:51,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.47.07,2021-01-03 15:47:07,2021-01-03,15.47.07,15:47:07,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.47.25,2021-01-03 15:47:25,2021-01-03,15.47.25,15:47:25,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.47.44,2021-01-03 15:47:44,2021-01-03,15.47.44,15:47:44,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.48.01,2021-01-03 15:48:01,2021-01-03,15.48.01,15:48:01,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.48.17,2021-01-03 15:48:17,2021-01-03,15.48.17,15:48:17,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.48.35,2021-01-03 15:48:35,2021-01-03,15.48.35,15:48:35,0,0,1,0,24471,660.73,0,,,,
2021-01-03_15.48.53,2021-01-03 15:48:53,2021-01-03,15.48.53,15:48:53,0,0,1,0,24471,662.15,0,,,,
2021-01-03_15.49.10,2021-01-03 15:49:10,2021-01-03,15.49.10,15:49:10,0,0,1,0,24471,662.15,0,,,,
2021-01-03_15.49.26,2021-01-03 15:49:26,2021-01-03,15.49.26,15:49:26,0,0,1,0,24471,662.15,0,,,,
2021-01-03_15.49.43,2021-01-03 15:49:43,2021-01-03,15.49.43,15:49:43,0,0,1,0,24471,662.15,0,,,,
2021-01-03_15.50.00,2021-01-03 15:50:00,2021-01-03,15.50.00,15:50:00,0,0,1,0,24544,662.15,0,,,,
2021-01-03_15.50.17,2021-01-03 15:50:17,2021-01-03,15.50.17,15:50:17,0,0,1,0,24544,662.15,0,,,,
2021-01-03_15.50.35,2021-01-03 15:50:35,2021-01-03,15.50.35,15:50:35,0,0,1,0,24544,662.15,0,,,,
2021-01-03_15.50.52,2021-01-03 15:50:52,2021-01-03,15.50.52,15:50:52,0,0,1,0,24544,662.15,0,,,,
2021-01-03_15.51.11,2021-01-03 15:51:11,2021-01-03,15.51.11,15:51:11,0,0,1,0,24544,662.15,0,,,,
2021-01-03_15.51.27,2021-01-03 15:51:27,2021-01-03,15.51.27,15:51:27,0,0,1,0,24544,662.15,0,,,,
