D_T,DateTime,Date,null2,Time,Prev,Curr,null3,duration,btc,eth,ch4,,,,
2021-01-05_17.57.47,2021-01-05 17:57:47,2021-01-05,17.57.47,17:57:47,0,0,1,0,23978,793.06,0,,,,
2021-01-05_17.58.05,2021-01-05 17:58:05,2021-01-05,17.58.05,17:58:05,0,0,1,0,23978,793.06,0,,,,
2021-01-05_17.58.23,2021-01-05 17:58:23,2021-01-05,17.58.23,17:58:23,0,0,1,0,23994,793.47,0,,,,
2021-01-05_17.58.39,2021-01-05 17:58:39,2021-01-05,17.58.39,17:58:39,0,0,1,0,23994,793.47,0,,,,
2021-01-05_17.58.56,2021-01-05 17:58:56,2021-01-05,17.58.56,17:58:56,0,0,1,0,23994,793.47,0,,,,
2021-01-05_17.59.13,2021-01-05 17:59:13,2021-01-05,17.59.13,17:59:13,0,0,1,0,23994,793.47,0,,,,
2021-01-05_17.59.30,2021-01-05 17:59:30,2021-01-05,17.59.30,17:59:30,0,0,1,0,24062,793.47,0,,,,
2021-01-05_17.59.47,2021-01-05 17:59:47,2021-01-05,17.59.47,17:59:47,0,0,1,0,24062,793.47,0,,,,
2021-01-05_18.00.04,2021-01-05 18:00:04,2021-01-05,18.00.04,18:00:04,0,0,1,0,24062,793.47,0,,,,
2021-01-05_18.00.21,2021-01-05 18:00:21,2021-01-05,18.00.21,18:00:21,0,0,1,0,24062,793.47,0,,,,
2021-01-05_18.00.41,2021-01-05 18:00:41,2021-01-05,18.00.41,18:00:41,0,0,1,0,24062,793.47,0,,,,
2021-01-05_18.00.57,2021-01-05 18:00:57,2021-01-05,18.00.57,18:00:57,0,0,1,0,24062,793.47,0,,,,
2021-01-05_18.01.15,2021-01-05 18:01:15,2021-01-05,18.01.15,18:01:15,0,0,1,0,24062,793.47,0,,,,
2021-01-05_18.01.32,2021-01-05 18:01:32,2021-01-05,18.01.32,18:01:32,0,0,1,0,24062,793.47,0,,,,
2021-01-05_18.01.49,2021-01-05 18:01:49,2021-01-05,18.01.49,18:01:49,0,0,1,0,24062,795.47,0,,,,
2021-01-05_18.02.05,2021-01-05 18:02:05,2021-01-05,18.02.05,18:02:05,0,0,1,0,24062,795.47,0,,,,
2021-01-05_18.02.22,2021-01-05 18:02:22,2021-01-05,18.02.22,18:02:22,0,0,1,0,24062,795.47,0,,,,
2021-01-05_18.02.40,2021-01-05 18:02:40,2021-01-05,18.02.40,18:02:40,0,0,1,0,24062,795.47,0,,,,
2021-01-05_18.02.58,2021-01-05 18:02:58,2021-01-05,18.02.58,18:02:58,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.03.15,2021-01-05 18:03:15,2021-01-05,18.03.15,18:03:15,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.03.32,2021-01-05 18:03:32,2021-01-05,18.03.32,18:03:32,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.03.48,2021-01-05 18:03:48,2021-01-05,18.03.48,18:03:48,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.04.05,2021-01-05 18:04:05,2021-01-05,18.04.05,18:04:05,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.04.22,2021-01-05 18:04:22,2021-01-05,18.04.22,18:04:22,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.04.39,2021-01-05 18:04:39,2021-01-05,18.04.39,18:04:39,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.04.56,2021-01-05 18:04:56,2021-01-05,18.04.56,18:04:56,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.05.17,2021-01-05 18:05:17,2021-01-05,18.05.17,18:05:17,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.05.33,2021-01-05 18:05:33,2021-01-05,18.05.33,18:05:33,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.05.52,2021-01-05 18:05:52,2021-01-05,18.05.52,18:05:52,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.06.09,2021-01-05 18:06:09,2021-01-05,18.06.09,18:06:09,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.06.26,2021-01-05 18:06:26,2021-01-05,18.06.26,18:06:26,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.06.43,2021-01-05 18:06:43,2021-01-05,18.06.43,18:06:43,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.06.59,2021-01-05 18:06:59,2021-01-05,18.06.59,18:06:59,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.07.16,2021-01-05 18:07:16,2021-01-05,18.07.16,18:07:16,0,0,1,0,24142,795.47,0,,,,
2021-01-05_18.07.33,2021-01-05 18:07:33,2021-01-05,18.07.33,18:07:33,0,0,1,0,24142,798.49,0,,,,
2021-01-05_18.07.51,2021-01-05 18:07:51,2021-01-05,18.07.51,18:07:51,0,0,1,0,24142,798.49,0,,,,
2021-01-05_18.08.08,2021-01-05 18:08:08,2021-01-05,18.08.08,18:08:08,0,0,1,0,24142,798.49,0,,,,
2021-01-05_18.08.25,2021-01-05 18:08:25,2021-01-05,18.08.25,18:08:25,0,0,1,0,24142,798.49,0,,,,
2021-01-05_18.08.42,2021-01-05 18:08:42,2021-01-05,18.08.42,18:08:42,0,0,1,0,24157,798.49,0,,,,
2021-01-05_18.08.59,2021-01-05 18:08:59,2021-01-05,18.08.59,18:08:59,0,0,1,0,24157,798.49,0,,,,
2021-01-05_18.09.16,2021-01-05 18:09:16,2021-01-05,18.09.16,18:09:16,0,0,1,0,24157,798.49,0,,,,
2021-01-05_18.09.32,2021-01-05 18:09:32,2021-01-05,18.09.32,18:09:32,0,0,1,0,24157,798.49,0,,,,
2021-01-05_18.09.50,2021-01-05 18:09:50,2021-01-05,18.09.50,18:09:50,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.10.06,2021-01-05 18:10:06,2021-01-05,18.10.06,18:10:06,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.10.24,2021-01-05 18:10:24,2021-01-05,18.10.24,18:10:24,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.10.41,2021-01-05 18:10:41,2021-01-05,18.10.41,18:10:41,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.11.00,2021-01-05 18:11:00,2021-01-05,18.11.00,18:11:00,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.11.17,2021-01-05 18:11:17,2021-01-05,18.11.17,18:11:17,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.11.35,2021-01-05 18:11:35,2021-01-05,18.11.35,18:11:35,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.11.53,2021-01-05 18:11:53,2021-01-05,18.11.53,18:11:53,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.12.12,2021-01-05 18:12:12,2021-01-05,18.12.12,18:12:12,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.12.28,2021-01-05 18:12:28,2021-01-05,18.12.28,18:12:28,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.12.46,2021-01-05 18:12:46,2021-01-05,18.12.46,18:12:46,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.13.04,2021-01-05 18:13:04,2021-01-05,18.13.04,18:13:04,0,0,1,0,24157,801.2,0,,,,
2021-01-05_18.13.21,2021-01-05 18:13:21,2021-01-05,18.13.21,18:13:21,0,0,1,0,24226,801.2,0,,,,
2021-01-05_18.13.38,2021-01-05 18:13:38,2021-01-05,18.13.38,18:13:38,0,0,1,0,24226,801.2,0,,,,
2021-01-05_18.13.55,2021-01-05 18:13:55,2021-01-05,18.13.55,18:13:55,0,0,1,0,24226,801.2,0,,,,
2021-01-05_18.14.13,2021-01-05 18:14:13,2021-01-05,18.14.13,18:14:13,0,0,1,0,24226,801.2,0,,,,
2021-01-05_18.14.31,2021-01-05 18:14:31,2021-01-05,18.14.31,18:14:31,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.14.48,2021-01-05 18:14:48,2021-01-05,18.14.48,18:14:48,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.15.05,2021-01-05 18:15:05,2021-01-05,18.15.05,18:15:05,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.15.21,2021-01-05 18:15:21,2021-01-05,18.15.21,18:15:21,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.15.39,2021-01-05 18:15:39,2021-01-05,18.15.39,18:15:39,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.15.56,2021-01-05 18:15:56,2021-01-05,18.15.56,18:15:56,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.16.13,2021-01-05 18:16:13,2021-01-05,18.16.13,18:16:13,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.16.30,2021-01-05 18:16:30,2021-01-05,18.16.30,18:16:30,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.16.48,2021-01-05 18:16:48,2021-01-05,18.16.48,18:16:48,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.17.04,2021-01-05 18:17:04,2021-01-05,18.17.04,18:17:04,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.17.21,2021-01-05 18:17:21,2021-01-05,18.17.21,18:17:21,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.17.38,2021-01-05 18:17:38,2021-01-05,18.17.38,18:17:38,0,0,1,0,24226,803.28,0,,,,
2021-01-05_18.17.56,2021-01-05 18:17:56,2021-01-05,18.17.56,18:17:56,0,0,1,0,24372,803.28,0,,,,
2021-01-05_18.18.12,2021-01-05 18:18:12,2021-01-05,18.18.12,18:18:12,0,0,1,0,24372,803.28,0,,,,
2021-01-05_18.18.30,2021-01-05 18:18:30,2021-01-05,18.18.30,18:18:30,0,0,1,0,24372,803.28,0,,,,
2021-01-05_18.18.47,2021-01-05 18:18:47,2021-01-05,18.18.47,18:18:47,0,0,1,0,24372,803.28,0,,,,
2021-01-05_18.19.05,2021-01-05 18:19:05,2021-01-05,18.19.05,18:19:05,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.19.22,2021-01-05 18:19:22,2021-01-05,18.19.22,18:19:22,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.19.39,2021-01-05 18:19:39,2021-01-05,18.19.39,18:19:39,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.19.56,2021-01-05 18:19:56,2021-01-05,18.19.56,18:19:56,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.20.13,2021-01-05 18:20:13,2021-01-05,18.20.13,18:20:13,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.20.30,2021-01-05 18:20:30,2021-01-05,18.20.30,18:20:30,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.20.48,2021-01-05 18:20:48,2021-01-05,18.20.48,18:20:48,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.21.05,2021-01-05 18:21:05,2021-01-05,18.21.05,18:21:05,0,0,1,0,24372,804.29,0,,,,
2021-01-05_18.21.23,2021-01-05 18:21:23,2021-01-05,18.21.23,18:21:23,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.21.40,2021-01-05 18:21:40,2021-01-05,18.21.40,18:21:40,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.21.57,2021-01-05 18:21:57,2021-01-05,18.21.57,18:21:57,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.22.15,2021-01-05 18:22:15,2021-01-05,18.22.15,18:22:15,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.22.33,2021-01-05 18:22:33,2021-01-05,18.22.33,18:22:33,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.22.50,2021-01-05 18:22:50,2021-01-05,18.22.50,18:22:50,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.23.07,2021-01-05 18:23:07,2021-01-05,18.23.07,18:23:07,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.23.24,2021-01-05 18:23:24,2021-01-05,18.23.24,18:23:24,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.23.41,2021-01-05 18:23:41,2021-01-05,18.23.41,18:23:41,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.23.58,2021-01-05 18:23:58,2021-01-05,18.23.58,18:23:58,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.24.16,2021-01-05 18:24:16,2021-01-05,18.24.16,18:24:16,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.24.33,2021-01-05 18:24:33,2021-01-05,18.24.33,18:24:33,0,0,1,0,24356,800.4,0,,,,
2021-01-05_18.24.51,2021-01-05 18:24:51,2021-01-05,18.24.51,18:24:51,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.25.07,2021-01-05 18:25:07,2021-01-05,18.25.07,18:25:07,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.25.24,2021-01-05 18:25:24,2021-01-05,18.25.24,18:25:24,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.25.41,2021-01-05 18:25:41,2021-01-05,18.25.41,18:25:41,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.26.00,2021-01-05 18:26:00,2021-01-05,18.26.00,18:26:00,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.26.17,2021-01-05 18:26:17,2021-01-05,18.26.17,18:26:17,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.26.35,2021-01-05 18:26:35,2021-01-05,18.26.35,18:26:35,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.26.54,2021-01-05 18:26:54,2021-01-05,18.26.54,18:26:54,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.27.11,2021-01-05 18:27:11,2021-01-05,18.27.11,18:27:11,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.27.28,2021-01-05 18:27:28,2021-01-05,18.27.28,18:27:28,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.28.09,2021-01-05 18:28:09,2021-01-05,18.28.09,18:28:09,0,0,1,0,24369,799.62,0,,,,
2021-01-05_18.28.27,2021-01-05 18:28:27,2021-01-05,18.28.27,18:28:27,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.28.43,2021-01-05 18:28:43,2021-01-05,18.28.43,18:28:43,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.29.01,2021-01-05 18:29:01,2021-01-05,18.29.01,18:29:01,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.29.18,2021-01-05 18:29:18,2021-01-05,18.29.18,18:29:18,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.29.35,2021-01-05 18:29:35,2021-01-05,18.29.35,18:29:35,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.29.53,2021-01-05 18:29:53,2021-01-05,18.29.53,18:29:53,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.30.10,2021-01-05 18:30:10,2021-01-05,18.30.10,18:30:10,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.30.28,2021-01-05 18:30:28,2021-01-05,18.30.28,18:30:28,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.30.45,2021-01-05 18:30:45,2021-01-05,18.30.45,18:30:45,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.31.02,2021-01-05 18:31:02,2021-01-05,18.31.02,18:31:02,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.31.19,2021-01-05 18:31:19,2021-01-05,18.31.19,18:31:19,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.31.37,2021-01-05 18:31:37,2021-01-05,18.31.37,18:31:37,0,0,1,0,24288,796.73,0,,,,
2021-01-05_18.31.54,2021-01-05 18:31:54,2021-01-05,18.31.54,18:31:54,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.32.11,2021-01-05 18:32:11,2021-01-05,18.32.11,18:32:11,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.32.28,2021-01-05 18:32:28,2021-01-05,18.32.28,18:32:28,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.32.45,2021-01-05 18:32:45,2021-01-05,18.32.45,18:32:45,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.33.02,2021-01-05 18:33:02,2021-01-05,18.33.02,18:33:02,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.33.19,2021-01-05 18:33:19,2021-01-05,18.33.19,18:33:19,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.33.36,2021-01-05 18:33:36,2021-01-05,18.33.36,18:33:36,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.33.55,2021-01-05 18:33:55,2021-01-05,18.33.55,18:33:55,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.34.13,2021-01-05 18:34:13,2021-01-05,18.34.13,18:34:13,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.34.31,2021-01-05 18:34:31,2021-01-05,18.34.31,18:34:31,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.34.48,2021-01-05 18:34:48,2021-01-05,18.34.48,18:34:48,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.35.05,2021-01-05 18:35:05,2021-01-05,18.35.05,18:35:05,0,0,1,0,24304,795.91,0,,,,
2021-01-05_18.35.22,2021-01-05 18:35:22,2021-01-05,18.35.22,18:35:22,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.35.40,2021-01-05 18:35:40,2021-01-05,18.35.40,18:35:40,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.35.58,2021-01-05 18:35:58,2021-01-05,18.35.58,18:35:58,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.36.15,2021-01-05 18:36:15,2021-01-05,18.36.15,18:36:15,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.36.32,2021-01-05 18:36:32,2021-01-05,18.36.32,18:36:32,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.36.48,2021-01-05 18:36:48,2021-01-05,18.36.48,18:36:48,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.37.05,2021-01-05 18:37:05,2021-01-05,18.37.05,18:37:05,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.37.23,2021-01-05 18:37:23,2021-01-05,18.37.23,18:37:23,0,0,1,0,24272,795.91,0,,,,
2021-01-05_18.37.40,2021-01-05 18:37:40,2021-01-05,18.37.40,18:37:40,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.37.57,2021-01-05 18:37:57,2021-01-05,18.37.57,18:37:57,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.38.14,2021-01-05 18:38:14,2021-01-05,18.38.14,18:38:14,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.38.31,2021-01-05 18:38:31,2021-01-05,18.38.31,18:38:31,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.38.49,2021-01-05 18:38:49,2021-01-05,18.38.49,18:38:49,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.39.05,2021-01-05 18:39:05,2021-01-05,18.39.05,18:39:05,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.39.22,2021-01-05 18:39:22,2021-01-05,18.39.22,18:39:22,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.39.39,2021-01-05 18:39:39,2021-01-05,18.39.39,18:39:39,0,0,1,0,24272,793.98,0,,,,
2021-01-05_18.39.57,2021-01-05 18:39:57,2021-01-05,18.39.57,18:39:57,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.40.14,2021-01-05 18:40:14,2021-01-05,18.40.14,18:40:14,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.40.31,2021-01-05 18:40:31,2021-01-05,18.40.31,18:40:31,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.40.48,2021-01-05 18:40:48,2021-01-05,18.40.48,18:40:48,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.41.06,2021-01-05 18:41:06,2021-01-05,18.41.06,18:41:06,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.41.22,2021-01-05 18:41:22,2021-01-05,18.41.22,18:41:22,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.41.40,2021-01-05 18:41:40,2021-01-05,18.41.40,18:41:40,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.41.57,2021-01-05 18:41:57,2021-01-05,18.41.57,18:41:57,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.42.15,2021-01-05 18:42:15,2021-01-05,18.42.15,18:42:15,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.42.32,2021-01-05 18:42:32,2021-01-05,18.42.32,18:42:32,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.42.49,2021-01-05 18:42:49,2021-01-05,18.42.49,18:42:49,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.43.06,2021-01-05 18:43:06,2021-01-05,18.43.06,18:43:06,0,0,1,0,24336,794.75,0,,,,
2021-01-05_18.43.24,2021-01-05 18:43:24,2021-01-05,18.43.24,18:43:24,0,0,1,0,24445,794.75,0,,,,
2021-01-05_18.43.41,2021-01-05 18:43:41,2021-01-05,18.43.41,18:43:41,0,0,1,0,24445,794.75,0,,,,
2021-01-05_18.43.58,2021-01-05 18:43:58,2021-01-05,18.43.58,18:43:58,0,0,1,0,24445,794.75,0,,,,
2021-01-05_18.44.15,2021-01-05 18:44:15,2021-01-05,18.44.15,18:44:15,0,0,1,0,24445,794.75,0,,,,
2021-01-05_18.44.33,2021-01-05 18:44:33,2021-01-05,18.44.33,18:44:33,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.44.51,2021-01-05 18:44:51,2021-01-05,18.44.51,18:44:51,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.45.07,2021-01-05 18:45:07,2021-01-05,18.45.07,18:45:07,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.45.24,2021-01-05 18:45:24,2021-01-05,18.45.24,18:45:24,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.45.42,2021-01-05 18:45:42,2021-01-05,18.45.42,18:45:42,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.45.58,2021-01-05 18:45:58,2021-01-05,18.45.58,18:45:58,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.46.15,2021-01-05 18:46:15,2021-01-05,18.46.15,18:46:15,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.46.33,2021-01-05 18:46:33,2021-01-05,18.46.33,18:46:33,0,0,1,0,24445,797.77,0,,,,
2021-01-05_18.46.51,2021-01-05 18:46:51,2021-01-05,18.46.51,18:46:51,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.47.08,2021-01-05 18:47:08,2021-01-05,18.47.08,18:47:08,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.47.26,2021-01-05 18:47:26,2021-01-05,18.47.26,18:47:26,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.47.42,2021-01-05 18:47:42,2021-01-05,18.47.42,18:47:42,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.47.59,2021-01-05 18:47:59,2021-01-05,18.47.59,18:47:59,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.48.16,2021-01-05 18:48:16,2021-01-05,18.48.16,18:48:16,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.48.33,2021-01-05 18:48:33,2021-01-05,18.48.33,18:48:33,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.48.52,2021-01-05 18:48:52,2021-01-05,18.48.52,18:48:52,0,0,1,0,24516,797.77,0,,,,
2021-01-05_18.49.09,2021-01-05 18:49:09,2021-01-05,18.49.09,18:49:09,0,0,1,0,24516,801.01,0,,,,
2021-01-05_18.49.26,2021-01-05 18:49:26,2021-01-05,18.49.26,18:49:26,0,0,1,0,24516,801.01,0,,,,
2021-01-05_18.49.43,2021-01-05 18:49:43,2021-01-05,18.49.43,18:49:43,0,0,1,0,24516,801.01,0,,,,
2021-01-05_18.50.01,2021-01-05 18:50:01,2021-01-05,18.50.01,18:50:01,0,0,1,0,24516,801.01,0,,,,
2021-01-05_18.50.19,2021-01-05 18:50:19,2021-01-05,18.50.19,18:50:19,0,0,1,0,24592,801.01,0,,,,
2021-01-05_18.50.37,2021-01-05 18:50:37,2021-01-05,18.50.37,18:50:37,0,0,1,0,24592,801.01,0,,,,
2021-01-05_18.50.54,2021-01-05 18:50:54,2021-01-05,18.50.54,18:50:54,0,0,1,0,24592,801.01,0,,,,
2021-01-05_18.51.11,2021-01-05 18:51:11,2021-01-05,18.51.11,18:51:11,0,0,1,0,24592,801.01,0,,,,
2021-01-05_18.51.28,2021-01-05 18:51:28,2021-01-05,18.51.28,18:51:28,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.51.45,2021-01-05 18:51:45,2021-01-05,18.51.45,18:51:45,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.52.02,2021-01-05 18:52:02,2021-01-05,18.52.02,18:52:02,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.52.19,2021-01-05 18:52:19,2021-01-05,18.52.19,18:52:19,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.52.37,2021-01-05 18:52:37,2021-01-05,18.52.37,18:52:37,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.52.54,2021-01-05 18:52:54,2021-01-05,18.52.54,18:52:54,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.53.11,2021-01-05 18:53:11,2021-01-05,18.53.11,18:53:11,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.53.28,2021-01-05 18:53:28,2021-01-05,18.53.28,18:53:28,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.53.45,2021-01-05 18:53:45,2021-01-05,18.53.45,18:53:45,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.54.03,2021-01-05 18:54:03,2021-01-05,18.54.03,18:54:03,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.54.19,2021-01-05 18:54:19,2021-01-05,18.54.19,18:54:19,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.54.37,2021-01-05 18:54:37,2021-01-05,18.54.37,18:54:37,0,0,1,0,24592,799.77,0,,,,
2021-01-05_18.54.54,2021-01-05 18:54:54,2021-01-05,18.54.54,18:54:54,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.55.11,2021-01-05 18:55:11,2021-01-05,18.55.11,18:55:11,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.55.28,2021-01-05 18:55:28,2021-01-05,18.55.28,18:55:28,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.55.45,2021-01-05 18:55:45,2021-01-05,18.55.45,18:55:45,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.56.02,2021-01-05 18:56:02,2021-01-05,18.56.02,18:56:02,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.56.19,2021-01-05 18:56:19,2021-01-05,18.56.19,18:56:19,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.56.38,2021-01-05 18:56:38,2021-01-05,18.56.38,18:56:38,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.56.54,2021-01-05 18:56:54,2021-01-05,18.56.54,18:56:54,0,0,1,0,24553,799.77,0,,,,
2021-01-05_18.57.12,2021-01-05 18:57:12,2021-01-05,18.57.12,18:57:12,0,0,1,0,24553,797.12,0,,,,
2021-01-05_18.57.28,2021-01-05 18:57:28,2021-01-05,18.57.28,18:57:28,0,0,1,0,24553,797.12,0,,,,
2021-01-05_18.57.46,2021-01-05 18:57:46,2021-01-05,18.57.46,18:57:46,0,0,1,0,24553,797.12,0,,,,
2021-01-05_18.58.03,2021-01-05 18:58:03,2021-01-05,18.58.03,18:58:03,0,0,1,0,24553,797.12,0,,,,
2021-01-05_18.58.20,2021-01-05 18:58:20,2021-01-05,18.58.20,18:58:20,0,0,1,0,24553,797.12,0,,,,
2021-01-05_18.58.38,2021-01-05 18:58:38,2021-01-05,18.58.38,18:58:38,0,0,1,0,24553,797.12,0,,,,
